chrom	length	bases	mean	min	max
TE_00003094#MITE/DTT	181	22378	123.64	2	280
TE_00003095_LTR#LTR/Copia	1364	1270554	931.49	182	1137
TE_00003096_INT#LTR/Copia	3594	266289	74.09	0	206
TE_00003097_INT#LTR/unknown	306	62997	205.87	0	394
TE_00003098_INT#LTR/unknown	3665	2957138	806.86	0	3198
TE_00003099#MITE/DTH	254	78172	307.76	27	430
TE_00003100#DNA/DTC	213	12126	56.93	0	229
TE_00003101#DNA/DTT	2507	25580	10.20	0	286
TE_00003102_LTR#LTR/unknown	481	9083427	18884.46	912	79077
TE_00003103_INT#LTR/Gypsy	953	3406478	3574.48	0	12715
TE_00003104#DNA/DTT	620	5237	8.45	0	27
TE_00003105_INT#LTR/Gypsy	2975	8237724	2768.98	0	35191
TE_00003106_INT#LTR/Copia	5600	508329	90.77	1	389
TE_00003107#MITE/DTA	188	1008	5.36	4	7
TE_00003108#DNA/DTT	1395	7817	5.60	0	24
TE_00003109_INT#LTR/unknown	5486	207306	37.79	0	204
TE_00003110#DNA/DTC	2885	1756920	608.98	4	2473
TE_00003111#MITE/DTA	178	11908	66.90	27	124
TE_00003112#MITE/DTT	202	1643	8.13	0	39
TE_00003113_INT#LTR/Copia	321	365190	1137.66	13	1858
TE_00003114_LTR#LTR/unknown	636	706302	1110.54	101	2573
TE_00003115#DNA/DTC	284	1278	4.50	0	14
TE_00003116#DNA/DTC	1009	179112	177.51	2	743
TE_00003117_INT#LTR/Copia	4598	195312	42.48	5	174
TE_00003118#DNA/DTT	2637	45648	17.31	0	456
TE_00003119_INT#LTR/unknown	1961	3766090	1920.49	7	7876
TE_00003120#DNA/DTC	942	43362	46.03	0	164
TE_00003121_INT#LTR/unknown	5238	1968857	375.88	4	1410
TE_00003122#MITE/DTM	89	2525	28.37	9	33
TE_00003123#MITE/DTA	190	5978	31.46	7	42
TE_00003124#DNA/Helitron	1546	151917	98.26	2	309
TE_00003125_INT#LTR/unknown	2271	296720	130.66	1	609
TE_00003126_INT#LTR/Gypsy	2948	89668	30.42	1	118
TE_00003127#MITE/DTT	332	9624	28.99	9	55
TE_00003128_INT#LTR/Copia	4647	225009	48.42	1	156
TE_00003129#DNA/DTC	708	6220	8.79	0	97
TE_00003130#DNA/DTC	351	10410	29.66	0	58
TE_00003131#DNA/DTT	4219	130034	30.82	0	396
TE_00003132_INT#LTR/unknown	239	196184	820.85	2	2104
TE_00003133_INT#LTR/Gypsy	2642	805709	304.96	0	902
TE_00003134_INT#LTR/Gypsy	3653	2426035	664.12	2	2972
TE_00003135#MITE/DTT	160	48427	302.67	10	834
TE_00003136#DNA/Helitron	2013	26918	13.37	1	62
TE_00003137_INT#LTR/Copia	3593	3725942	1037.00	0	4239
TE_00003138#DNA/Helitron	2196	15766	7.18	0	46
TE_00003139_LTR#LTR/unknown	4142	3689622	890.78	9	5072
TE_00003140_INT#LTR/Copia	4594	420460	91.52	4	700
TE_00003141_INT#LTR/unknown	468	802020	1713.72	6	6221
TE_00003142#MITE/DTM	120	6529	54.41	8	73
TE_00003143#MITE/DTA	169	7976	47.20	12	55
TE_00003144#DNA/DTT	1879	13337	7.10	0	73
TE_00003145#MITE/DTA	165	4266	25.85	3	46
TE_00003146_INT#LTR/Gypsy	98	127	1.30	0	3
TE_00003147#DNA/DTT	947	32284	34.09	0	159
TE_00003148#DNA/DTC	4597	79218	17.23	0	201
TE_00003149_INT#LTR/unknown	241	16723	69.39	0	264
TE_00003150#DNA/DTC	813	61180	75.25	0	187
TE_00003151_INT#LTR/unknown	443	582101	1314.00	55	2732
TE_00003152#MITE/DTA	183	13483	73.68	1	125
TE_00003153_LTR#LTR/unknown	163	102624	629.60	29	1899
TE_00003154_INT#LTR/unknown	596	3591944	6026.75	0	15423
TE_00003155#DNA/DTH	1408	737370	523.70	0	1156
TE_00003156#DNA/DTM	537	8419	15.68	3	31
TE_00003157_INT#LTR/unknown	567	217408	383.44	0	817
TE_00003158_LTR#LTR/unknown	1519	24121900	15880.12	384	26594
TE_00003159_LTR#LTR/Copia	300	119720	399.07	47	558
TE_00003160#DNA/DTT	762	16232	21.30	1	51
TE_00003161#DNA/Helitron	6970	1591814	228.38	0	2039
TE_00003162_LTR#LTR/Gypsy	911	574463	630.59	66	2052
TE_00003163#MITE/DTM	340	2323	6.83	0	16
TE_00003164_LTR#LTR/Gypsy	1229	4279094	3481.77	0	8485
TE_00003165#DNA/DTC	2406	32355	13.45	0	77
TE_00003166#DNA/Helitron	3163	89091	28.17	1	90
TE_00003167#DNA/Helitron	375	573965	1530.57	1	3693
TE_00003168#DNA/DTC	724	21377	29.53	0	81
TE_00003169_LTR#LTR/Copia	246	16778	68.20	15	93
TE_00003170_LTR#LTR/Gypsy	321	4037	12.58	4	17
TE_00003171_LTR#LTR/unknown	4289	4131552	963.29	20	8206
TE_00003172_INT#LTR/Gypsy	3511	578935	164.89	1	966
TE_00003173#MITE/DTT	145	11044	76.17	3	181
TE_00003174#DNA/DTT	801	6325	7.90	1	72
TE_00003175_LTR#LTR/Gypsy	992	533704	538.01	31	1273
TE_00003176_LTR#LTR/unknown	1057	2219539	2099.85	256	3759
TE_00003177#MITE/DTA	272	52017	191.24	0	341
TE_00003178_LTR#LTR/unknown	4027	7031471	1746.08	17	14241
TE_00003179_LTR#LTR/Copia	171	14193	83.00	0	120
TE_00003180#DNA/DTH	2677	302124	112.86	15	245
TE_00003181#MITE/DTT	210	104965	499.83	3	634
TE_00003182_INT#LTR/Gypsy	365	232053	635.76	0	1103
TE_00003183#DNA/DTT	717	4695	6.55	0	46
TE_00003184_INT#LTR/unknown	561	36038	64.24	0	209
TE_00003185_LTR#LTR/unknown	4126	6576334	1593.88	26	11005
TE_00003186#DNA/DTM	914	61271	67.04	13	174
TE_00003187#DNA/DTC	2245	175849	78.33	0	353
TE_00003188#DNA/DTH	1055	1240809	1176.12	4	2181
TE_00003189#DNA/DTC	609	218159	358.22	9	873
TE_00003190_INT#LTR/Gypsy	4678	69960	14.96	1	52
TE_00003191#DNA/DTM	1488	29797	20.02	2	47
TE_00003192#DNA/DTC	111	1173	10.57	0	22
TE_00003193_INT#LTR/Gypsy	1422	6215593	4371.02	0	10396
TE_00003194#DNA/DTM	1920	87442	45.54	0	172
TE_00003195_INT#LTR/unknown	553	700615	1266.93	0	5170
TE_00003196_LTR#LTR/unknown	3156	5765380	1826.80	24	6526
TE_00003197#MITE/DTC	418	5347	12.79	1	23
TE_00003198#DNA/DTT	512	3884	7.59	0	51
TE_00003199#MITE/DTM	103	95	0.92	0	3
TE_00003200#DNA/DTM	2085	20501	9.83	0	28
TE_00003201_LTR#LTR/Copia	1705	19802445	11614.34	614	29652
TE_00003202#DNA/Helitron	3542	32069	9.05	0	155
TE_00003203#DNA/DTC	2299	192229	83.61	1	267
TE_00003204_INT#LTR/Gypsy	5667	2683524	473.54	13	2164
TE_00003205_INT#LTR/Gypsy	443	491134	1108.65	0	1662
TE_00003206#DNA/DTT	1847	140233	75.92	0	1673
TE_00003207_INT#LTR/unknown	2455	233821	95.24	0	513
TE_00003208#MITE/DTT	515	2365	4.59	0	9
TE_00003209#DNA/DTM	1164	42271	36.32	0	438
TE_00003210#DNA/DTC	697	948816	1361.29	172	5417
TE_00003211#DNA/DTH	1703	492332	289.10	2	1958
TE_00003212_LTR#LTR/Copia	534	46196	86.51	2	156
TE_00003213#MITE/DTA	146	1270	8.70	2	31
TE_00003214_INT#LTR/unknown	949	4625287	4873.85	0	22538
TE_00003215#MITE/DTM	86	1009	11.73	0	26
TE_00003216#MITE/DTT	98	725	7.40	1	16
TE_00003217_LTR#LTR/unknown	3883	2066391	532.16	10	3926
TE_00003218_LTR#LTR/Gypsy	340	10120	29.76	15	42
TE_00003219#MITE/DTC	360	927	2.58	1	4
TE_00003220#DNA/DTA	3307	108376	32.77	3	110
TE_00003221_INT#LTR/Gypsy	6075	68421651	11262.82	7	26862
TE_00003222_INT#LTR/Copia	4909	588451	119.87	4	296
TE_00003223_INT#LTR/Copia	4595	382754	83.30	7	280
TE_00003224#DNA/DTC	1074	49702	46.28	0	160
TE_00003225_INT#LTR/Gypsy	419	1927541	4600.34	2073	4969
TE_00003226_INT#LTR/Gypsy	121	12466	103.02	0	153
TE_00003227_LTR#LTR/unknown	4731	4619997	976.54	5	3545
TE_00003228_INT#LTR/unknown	2396	240100	100.21	17	138
TE_00003229_INT#LTR/Gypsy	1311	505825	385.83	0	1009
TE_00003230_INT#LTR/unknown	149	213208	1430.93	4	3475
TE_00003231#DNA/DTT	1222	41698	34.12	0	278
TE_00003232#DNA/DTM	3907	31650	8.10	1	38
TE_00003233#DNA/DTT	657	45520	69.28	3	392
TE_00003234_INT#LTR/Copia	3148	18942	6.02	0	41
TE_00003235_INT#LTR/Gypsy	3319	1001965	301.89	0	993
TE_00003236_INT#LTR/Copia	775	1735107	2238.85	0	8998
TE_00003237#DNA/DTC	1634	122257	74.82	1	393
TE_00003238_INT#LTR/Gypsy	254	75964	299.07	0	793
TE_00003239#DNA/Helitron	1356	27972	20.63	0	97
TE_00003240#MITE/DTH	138	3501	25.37	4	39
TE_00003241_LTR#LTR/unknown	3970	4047336	1019.48	21	7013
TE_00003242#MITE/DTA	183	9828	53.70	10	162
TE_00003243_INT#LTR/Gypsy	156	5767	36.97	0	107
TE_00003244_INT#LTR/unknown	4392	2993206	681.51	3	6108
TE_00003245_INT#LTR/Copia	94	25512	271.40	0	402
TE_00003246#DNA/DTT	389	708675	1821.79	102	5002
TE_00003247#MITE/DTT	300	225917	753.06	258	977
TE_00003248#DNA/DTA	706	18068	25.59	1	62
TE_00003249_LTR#LTR/unknown	1034	968220	936.38	39	3300
TE_00003250#MITE/DTT	150	172	1.15	0	3
TE_00003251#DNA/DTT	2289	32742	14.30	0	238
TE_00003252#DNA/DTA	186	58092	312.32	21	396
TE_00003253#DNA/DTC	947	27421	28.96	1	181
TE_00003254_INT#LTR/Gypsy	782	393956	503.78	0	1587
TE_00003255_INT#LTR/Gypsy	225	18947	84.21	0	189
TE_00003256#DNA/DTT	723	2767	3.83	1	9
TE_00003257#DNA/DTT	610	1200138	1967.44	11	4225
TE_00003258#DNA/DTT	652	6762	10.37	2	39
TE_00003259_INT#LTR/unknown	5116	378144	73.91	3	275
TE_00003260#DNA/DTM	525	8846	16.85	0	76
TE_00003261#DNA/DTH	1166	30077	25.80	3	86
TE_00003262#DNA/DTT	733	65722	89.66	1	415
TE_00003263#DNA/DTM	4070	2949544	724.70	0	1105
TE_00003264_INT#LTR/Gypsy	3594	1062186	295.54	0	1169
TE_00003265#MITE/DTT	125	2407	19.26	3	37
TE_00003266_LTR#LTR/Copia	1675	37447608	22356.78	1322	44210
TE_00003267#DNA/DTT	1400	11420	8.16	0	28
TE_00003268_INT#LTR/Copia	574	78994	137.62	13	1075
TE_00003269_INT#LTR/unknown	510	422651	828.73	0	5529
TE_00003270#DNA/Helitron	8296	919300	110.81	0	633
TE_00003271#DNA/Helitron	2631	30614	11.64	2	25
TE_00003272_INT#LTR/unknown	2984	7400417	2480.03	0	9190
TE_00003273_INT#LTR/Gypsy	7519	6316939	840.13	12	4103
TE_00003274#DNA/DTC	80	1498	18.73	0	38
TE_00003275#DNA/DTC	999	1309660	1310.97	29	4793
TE_00003276#MITE/DTT	225	419500	1864.44	1	2649
TE_00003277_INT#LTR/Gypsy	3260	5106660	1566.46	10	4456
TE_00003278#DNA/DTC	1487	28824	19.38	0	38
TE_00003279_LTR#LTR/unknown	175	6572897	37559.41	494	66035
TE_00003280_INT#LTR/Gypsy	3725	5238421	1406.29	0	7648
TE_00003281#DNA/DTA	699	44171	63.19	27	109
TE_00003282_INT#LTR/unknown	1017	9548252	9388.65	90	20698
TE_00003283#DNA/DTC	161	1768	10.98	0	28
TE_00003284_INT#LTR/Gypsy	197	1664	8.45	0	21
TE_00003285_INT#LTR/Copia	212	48032	226.57	0	391
TE_00003286_INT#LTR/Gypsy	107	38525	360.05	0	436
TE_00003287#DNA/DTM	618	48634	78.70	11	215
TE_00003288#DNA/DTM	2382	99255	41.67	1	164
TE_00003289#MITE/DTM	312	8993	28.82	2	119
TE_00003290_INT#LTR/Gypsy	6504	2773305	426.40	1	5180
TE_00003291#DNA/DTA	894	11023	12.33	1	68
TE_00003292_LTR#LTR/Copia	2109	4791332	2271.85	263	5195
TE_00003293_LTR#LTR/Gypsy	1065	1238008	1162.45	166	3065
TE_00003294_LTR#LTR/Copia	1681	36890951	21945.84	218	37870
TE_00003295#DNA/DTT	1790	46665	26.07	0	231
TE_00003296_LTR#LTR/Copia	1271	996685	784.17	64	1446
TE_00003297#MITE/DTT	181	9171	50.67	1	105
TE_00003298#DNA/DTT	1806	60094	33.27	0	516
TE_00003299_LTR#LTR/unknown	1016	593303	583.96	121	1635
TE_00003300_INT#LTR/Gypsy	7265	7907013	1088.37	0	6625
TE_00003301_INT#LTR/unknown	4957	278703	56.22	1	459
TE_00003302#MITE/DTA	182	3577	19.65	2	53
TE_00003303#DNA/DTM	106	12459	117.54	0	165
TE_00003304#DNA/DTH	2208	1029110	466.08	105	930
TE_00003305#MITE/DTT	344	8395	24.40	4	60
TE_00003306_INT#LTR/Gypsy	10833	6041339	557.68	2	2035
TE_00003307_LTR#LTR/Copia	157	68641	437.20	43	602
TE_00003308_LTR#LTR/Copia	190	1394	7.34	2	10
TE_00003309_INT#LTR/Gypsy	2103	10610846	5045.58	0	21482
TE_00003310_INT#LTR/unknown	6072	1071435	176.46	1	486
TE_00003311_INT#LTR/Gypsy	3728	5591327	1499.82	2	10538
TE_00003312_LTR#LTR/Copia	384	7050	18.36	4	32
TE_00003313#DNA/DTC	2177	347388	159.57	5	808
TE_00003314_INT#LTR/unknown	1381	2006204	1452.72	5	3320
TE_00003315#DNA/DTC	966	9503	9.84	0	46
TE_00003316#MITE/DTT	236	7387	31.30	6	52
TE_00003317#MITE/DTT	354	580342	1639.38	2	3280
TE_00003318_INT#LTR/unknown	3404	2937272	862.89	0	4234
TE_00003319_INT#LTR/Gypsy	1847	5702700	3087.55	9	8500
TE_00003320#DNA/DTA	874	15303	17.51	7	30
TE_00003321_INT#LTR/unknown	4782	22637432	4733.88	0	11489
TE_00003322#MITE/DTT	431	6342	14.71	1	53
TE_00003323_LTR#LTR/Copia	137	6767	49.39	0	101
TE_00003324_LTR#LTR/unknown	625	857326	1371.72	194	2696
TE_00003325_LTR#LTR/Gypsy	714	31845	44.60	3	73
TE_00003326_INT#LTR/Gypsy	260	91014	350.05	0	896
TE_00003328#DNA/Helitron	313	2024	6.47	0	25
TE_00003329_LTR#LTR/Gypsy	318	7862	24.72	5	53
TE_00003330#DNA/DTC	3394	4506916	1327.91	2	14948
TE_00003331#MITE/DTC	140	444	3.17	2	4
TE_00003332_INT#LTR/Gypsy	3377	10885077	3223.30	2	11170
TE_00003333_INT#LTR/Gypsy	3224	1869433	579.85	2	2125
TE_00003334#DNA/DTH	1128	44061	39.06	1	1357
TE_00003335#DNA/DTM	1220	16912	13.86	0	147
TE_00003336_INT#LTR/unknown	1924	7381833	3836.71	0	21015
TE_00003337_INT#LTR/unknown	1274	1565233	1228.60	0	3539
TE_00003338#DNA/DTT	3203	35697	11.14	0	195
TE_00003339_LTR#LTR/unknown	184	1258360	6838.91	1798	9418
TE_00003340#MITE/DTH	220	45159	205.27	53	364
TE_00003341#DNA/Helitron	603	10392	17.23	2	78
TE_00003342_INT#LTR/Gypsy	7865	3979419	505.97	2	2841
TE_00003343_LTR#LTR/unknown	198	915	4.62	0	7
TE_00003344_INT#LTR/Gypsy	5305	81746	15.41	1	71
TE_00003345#DNA/DTC	3648	359546	98.56	0	674
TE_00003346_INT#LTR/unknown	219	39646	181.03	4	289
TE_00003347_INT#LTR/Gypsy	276	19	0.07	0	1
TE_00003348#DNA/DTC	3071	123580	40.24	6	208
TE_00003349_INT#LTR/Gypsy	7915	12609729	1593.14	2	7695
TE_00003350#DNA/DTA	1258	22742	18.08	1	102
TE_00003351_INT#LTR/Gypsy	4697	126156	26.86	13	58
TE_00003352_INT#LTR/Gypsy	207	81098	391.78	162	586
TE_00003353#DNA/DTM	3518	636418	180.90	1	788
TE_00003354#MITE/DTT	237	88768	374.55	3	882
TE_00003355_INT#LTR/unknown	5156	2690619	521.84	4	5174
TE_00003356#MITE/DTA	148	105	0.71	0	3
TE_00003357#DNA/Helitron	2193	647654	295.33	0	872
TE_00003358_INT#LTR/Copia	8412	15694027	1865.67	17	8153
TE_00003359#DNA/DTC	126	986	7.83	0	18
TE_00003360_INT#LTR/Gypsy	6001	4319836	719.85	0	3015
TE_00003361_LTR#LTR/Gypsy	343	130750	381.20	160	535
TE_00003362_INT#LTR/Gypsy	4602	47017	10.22	0	60
TE_00003363_INT#LTR/unknown	4877	213811	43.84	0	225
TE_00003364#DNA/DTC	2744	71305	25.99	1	216
TE_00003365_INT#LTR/Gypsy	905	435755	481.50	33	1353
TE_00003366_LTR#LTR/Gypsy	359	5186	14.45	0	21
TE_00003367#DNA/DTT	691	7732	11.19	0	59
TE_00003368_INT#LTR/unknown	1893	4895020	2585.85	0	14113
TE_00003369#MITE/DTT	235	32438	138.03	33	370
TE_00003370_INT#LTR/Gypsy	3206	1382089	431.09	0	1749
TE_00003371_LTR#LTR/unknown	670	1132076	1689.67	261	5560
TE_00003372#DNA/DTC	213	27543	129.31	0	259
TE_00003373_INT#LTR/Gypsy	5943	2896958	487.46	6	2141
TE_00003374#DNA/DTH	1189	7515	6.32	0	45
TE_00003375#DNA/Helitron	3300	105086	31.84	1	122
TE_00003376_LTR#LTR/unknown	3972	3016917	759.55	5	5082
TE_00003377_INT#LTR/unknown	348	4126128	11856.69	0	26443
TE_00003378#DNA/DTT	2996	82469	27.53	0	279
TE_00003379_INT#LTR/unknown	1167	2710502	2322.62	0	5897
TE_00003380_INT#LTR/Gypsy	4411	1235184	280.02	1	1363
TE_00003381#DNA/DTC	3357	1077841	321.07	48	1671
TE_00003382#MITE/DTT	489	22118	45.23	1	184
TE_00003383_INT#LTR/unknown	132	10402	78.80	1	233
TE_00003384#DNA/DTC	1177	174536	148.29	0	843
TE_00003385#DNA/DTM	982	20586	20.96	0	111
TE_00003386_INT#LTR/Gypsy	296	6785	22.92	0	105
TE_00003387_INT#LTR/Copia	101	1670251	16537.14	5186	20782
TE_00003388_LTR#LTR/Gypsy	3711	6854853	1847.17	73	5974
TE_00003389#DNA/DTA	2214	74060	33.45	0	64
TE_00003390#DNA/Helitron	2796	68306	24.43	0	145
TE_00003391_INT#LTR/Gypsy	6426	9852590	1533.24	0	7425
TE_00003392#MITE/DTM	404	29753	73.65	0	140
TE_00003393#DNA/DTT	1042	13394	12.85	2	74
TE_00003394#DNA/DTC	3436	722310	210.22	9	306
TE_00003395#MITE/DTT	128	9062	70.80	14	119
TE_00003396_INT#LTR/unknown	6056	686843	113.42	2	424
TE_00003397#DNA/DTT	2022	40242	19.90	0	260
TE_00003398#DNA/DTH	648	14870	22.95	5	248
TE_00003399_LTR#LTR/Gypsy	1128	4048914	3589.46	74	10052
TE_00003400#DNA/DTM	4009	1571996	392.12	3	1147
TE_00003401#DNA/DTM	992	44884	45.25	3	142
TE_00003402_INT#LTR/Copia	3999	393043	98.29	0	264
TE_00003403#DNA/DTT	780	665980	853.82	0	2256
TE_00003404_INT#LTR/Gypsy	9844	1934058	196.47	1	1214
TE_00003405_INT#LTR/Gypsy	1566	1493478	953.69	0	3982
TE_00003406_INT#LTR/Gypsy	658	4774822	7256.57	23	33747
TE_00003407#MITE/DTT	392	21780	55.56	3	193
TE_00003408_INT#LTR/Gypsy	227	40808	179.77	4	275
TE_00003409_INT#LTR/Gypsy	173	9473	54.76	1	88
TE_00003410_INT#LTR/Gypsy	1075	242813	225.87	0	454
TE_00003411_INT#LTR/unknown	834	180013	215.84	0	281
TE_00003412#DNA/DTT	4195	1308864	312.01	0	13401
TE_00003413_INT#LTR/Gypsy	187	35743	191.14	0	512
TE_00003414#DNA/DTC	2885	346431	120.08	0	291
TE_00003415_LTR#LTR/Copia	1656	7762137	4687.28	65	9910
TE_00003416_INT#LTR/Gypsy	211	780158	3697.43	20	5931
TE_00003417_INT#LTR/unknown	2371	4356266	1837.31	0	8744
TE_00003418#DNA/DTH	1996	110873	55.55	0	267
TE_00003419#DNA/DTH	767	108312	141.22	2	338
TE_00003420_LTR#LTR/unknown	4073	13763700	3379.25	1	13421
TE_00003421_INT#LTR/Copia	4970	551472	110.96	1	458
TE_00003422_LTR#LTR/Copia	178	14352	80.63	11	125
TE_00003423#DNA/DTC	155	1279	8.25	0	33
TE_00003424#DNA/DTC	3945	962932	244.09	0	1567
TE_00003425#DNA/Helitron	368	173105	470.39	3	1479
TE_00003426_LTR#LTR/unknown	4336	2186715	504.32	0	4252
TE_00003427_INT#LTR/Gypsy	1940	6782527	3496.15	0	4414
TE_00003428#DNA/Helitron	732	7080	9.67	0	37
TE_00003429#MITE/DTH	416	15324	36.84	0	139
TE_00003430#DNA/DTH	1749	305383	174.60	3	612
TE_00003431#DNA/DTM	609	112068	184.02	4	487
TE_00003432#DNA/DTT	1798	67053	37.29	0	197
TE_00003433_INT#LTR/Gypsy	210	34751	165.48	0	278
TE_00003434#MITE/DTH	305	224332	735.51	396	888
TE_00003435_INT#LTR/Gypsy	4812	52694	10.95	2	21
TE_00003436_INT#LTR/Copia	119	1340	11.26	0	28
TE_00003437#DNA/DTC	3945	4542207	1151.38	2	6023
TE_00003438#DNA/DTM	1635	50092	30.64	0	135
TE_00003439_LTR#LTR/Copia	1763	21738240	12330.26	1637	21486
TE_00003440_INT#LTR/Copia	4931	907099	183.96	0	495
TE_00003441_LTR#LTR/unknown	3962	1712811	432.31	3	2725
TE_00003442_INT#LTR/Gypsy	185	4398633	23776.39	0	45240
TE_00003443#DNA/DTM	1731	19382	11.20	1	34
TE_00003444#DNA/DTM	1096	46375	42.31	3	114
TE_00003445_INT#LTR/Gypsy	12225	6511562	532.64	7	4756
TE_00003446_INT#LTR/Gypsy	532	1008432	1895.55	0	4260
TE_00003447_INT#LTR/Gypsy	518	1558963	3009.58	0	8659
TE_00003448_INT#LTR/Copia	6708	9861356	1470.09	0	4939
TE_00003449#MITE/DTH	374	9305	24.88	4	65
TE_00003450_LTR#LTR/Copia	203	1391	6.85	2	13
TE_00003451_INT#LTR/Gypsy	2800	4283742	1529.91	17	3875
TE_00003452#DNA/DTC	4141	245307	59.24	6	1604
TE_00003453_INT#LTR/unknown	5529	1464225	264.83	1	2714
TE_00003454#DNA/DTT	1649	15689	9.51	0	132
TE_00003455_LTR#LTR/unknown	201	7620	37.91	1	49
TE_00003456_INT#LTR/Gypsy	4174	1394710	334.14	46	917
TE_00003457#MITE/DTT	574	54499	94.95	0	831
TE_00003458#DNA/DTT	1439	8684	6.03	0	87
TE_00003459_INT#LTR/unknown	6244	384466	61.57	0	287
TE_00003460_INT#LTR/unknown	90	2803	31.14	0	70
TE_00003461_INT#LTR/Copia	1317	8477968	6437.33	0	30049
TE_00003462_INT#LTR/Gypsy	6155	4373375	710.54	1	4741
TE_00003463#DNA/DTM	715	12887	18.02	7	28
TE_00003464#DNA/DTT	3388	18510	5.46	0	54
TE_00003465#DNA/DTC	110	1224	11.13	0	30
TE_00003466_INT#LTR/Copia	2736	855202	312.57	5	735
TE_00003467_INT#LTR/Gypsy	5203	4239385	814.80	2	5438
TE_00003468_INT#LTR/unknown	1977	1540055	778.99	0	3164
TE_00003469_LTR#LTR/Gypsy	355	76044	214.21	52	357
TE_00003470_LTR#LTR/unknown	4228	14374903	3399.93	39	23168
TE_00003471_LTR#LTR/Gypsy	849	7719882	9092.91	878	20126
TE_00003472#DNA/DTT	608	6023	9.91	0	66
TE_00003473_INT#LTR/Copia	1723	895222	519.57	0	1449
TE_00003474#DNA/DTC	1390	18297	13.16	0	58
TE_00003475#MITE/DTT	241	10990	45.60	3	157
TE_00003476_LTR#LTR/Copia	785	326403	415.80	157	562
TE_00003477#DNA/DTC	3540	49548	14.00	0	33
TE_00003478#DNA/DTT	4378	255834	58.44	0	905
TE_00003479#DNA/DTC	2957	1630085	551.26	1	3055
TE_00003480_LTR#LTR/unknown	1495	11343719	7587.77	1268	15288
TE_00003481#DNA/Helitron	7831	119718	15.29	0	1289
TE_00003482#DNA/DTC	1289	1181825	916.85	43	2180
TE_00003483_INT#LTR/unknown	5368	737303	137.35	2	1543
TE_00003484#DNA/DTM	4068	20530	5.05	0	60
TE_00003485_INT#LTR/Gypsy	4283	11313536	2641.50	6	6612
TE_00003486_INT#LTR/Copia	3199	121572	38.00	6	163
TE_00003487_INT#LTR/Copia	542	3173198	5854.61	0	9263
TE_00003488_INT#LTR/unknown	619	98996	159.93	0	305
TE_00003489_INT#LTR/Gypsy	187	2206	11.80	0	30
TE_00003490_INT#LTR/Copia	106	4986	47.04	0	86
TE_00003491_LTR#LTR/Copia	887	5227004	5892.90	27	18580
TE_00003492#MITE/DTH	455	12147	26.70	2	108
TE_00003493#MITE/DTT	259	3986	15.39	0	50
TE_00003494#MITE/DTT	277	1544	5.57	1	13
TE_00003495#DNA/DTT	1930	6921881	3586.47	24	8410
TE_00003496_LTR#LTR/Gypsy	725	55276	76.24	2	181
TE_00003497_INT#LTR/Gypsy	2330	2190615	940.18	0	4193
TE_00003498_INT#LTR/unknown	1033	849475	822.34	9	2099
TE_00003499_INT#LTR/unknown	858	317404	369.93	10	1912
TE_00003500_INT#LTR/Copia	4108	534851	130.20	1	366
TE_00003501_LTR#LTR/Gypsy	104	28871	277.61	9	477
TE_00003502_INT#LTR/Gypsy	1573	706843	449.36	1	2472
TE_00003503_INT#LTR/Gypsy	321	51365	160.02	0	381
TE_00003504_LTR#LTR/unknown	4289	11495408	2680.21	23	8872
TE_00003505_INT#LTR/Gypsy	4544	1508808	332.04	0	1838
TE_00003506_INT#LTR/Gypsy	8482	6201466	731.13	3	10994
TE_00003507_INT#LTR/Gypsy	2108	476548	226.07	0	574
TE_00003508#MITE/DTH	337	115997	344.20	229	396
TE_00003509#DNA/DTM	5011	3180023	634.61	16	1288
TE_00003510_INT#LTR/Gypsy	6300	3653293	579.89	6	2046
TE_00003511_LTR#LTR/unknown	83	82937	999.24	0	2001
TE_00003512#DNA/DTC	126	8490	67.38	2	107
TE_00003513#MITE/DTT	133	4313	32.43	1	71
TE_00003514#DNA/DTM	4196	1999823	476.60	63	697
TE_00003515_INT#LTR/Gypsy	605	796957	1317.28	1	4535
TE_00003516#DNA/DTH	821	74496	90.74	23	188
TE_00003517_INT#LTR/Gypsy	868	424765	489.36	0	3289
TE_00003518_INT#LTR/Gypsy	1685	458613	272.17	5	762
TE_00003519_INT#LTR/Gypsy	7847	10007960	1275.39	2	5532
TE_00003520#DNA/DTC	2956	8599348	2909.12	13	4654
TE_00003521#DNA/DTH	2151	53485	24.87	2	229
TE_00003522#MITE/DTT	357	14769	41.37	0	69
TE_00003523#MITE/DTH	262	1422	5.43	2	8
TE_00003524_INT#LTR/Copia	165	17284	104.75	11	273
TE_00003525_INT#LTR/Copia	652	1356254	2080.14	0	2748
TE_00003526_LTR#LTR/unknown	942	497116	527.72	25	2337
TE_00003527#DNA/DTT	1004	11653	11.61	0	153
TE_00003528_LTR#LTR/Copia	937	15176994	16197.43	15	89300
TE_00003529_INT#LTR/unknown	4160	8718903	2095.89	10	7471
TE_00003530_INT#LTR/unknown	942	210540	223.50	0	759
TE_00003531#DNA/DTT	1038	322728	310.91	1	2498
TE_00003532_LTR#LTR/Copia	136	24265	178.42	56	295
TE_00003533#DNA/DTM	1107	45407	41.02	4	121
TE_00003534#MITE/DTC	202	3134	15.51	1	66
TE_00003535#MITE/DTC	572	6422	11.23	0	24
TE_00003536_INT#LTR/Gypsy	258	22426	86.92	0	150
